PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,ID_Group,Spend_Sum,Cryo_Fam,family_sum,family_kid_num,family_small_kids,family_teen,kids_without_adults,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_Missing,Destination_55 Cancri e,Destination_Missing,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Age_Missing,Age_Infant,Age_Child,Age_Teenager,Age_Young Adult,Age_Adult,Age_Senior,RoomService_Missing,RoomService_$0,RoomService_$0.1_2000,RoomService_$2001_30000,FoodCourt_Missing,FoodCourt_$0,FoodCourt_$0.1_2000,FoodCourt_$2001_30000,ShoppingMall_Missing,ShoppingMall_$0,ShoppingMall_$0.1_2000,ShoppingMall_$2001_30000,Spa_Missing,Spa_$0,Spa_$0.1_2000,Spa_$2001_30000,Spend_Sum_Missing,Spend_Sum_$0,Spend_Sum_$0.1_500,Spend_Sum_$501_1000,Spend_Sum_$1001_1500,Spend_Sum_$1501_2500,Spend_Sum_$2501_4000,Spend_Sum_$4001_36000,VRDeck_Missing,VRDeck_$0,VRDeck_$0.1_2000,VRDeck_$2001_30000,Cabin_Deck_A,Cabin_Deck_B,Cabin_Deck_C,Cabin_Deck_D,Cabin_Deck_E,Cabin_Deck_F,Cabin_Deck_G,Cabin_Deck_Missing,Cabin_Deck_T,Cabin_Side_Missing,Cabin_Side_P,Cabin_Side_S
0020_06,Earth,0,E/0/S,TRAPPIST-1e,7.0,0,0.0,0.0,0.0,0.0,0.0,0,0020,0.0,0,6,4,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0022_01,Mars,0,D/0/P,TRAPPIST-1e,21.0,0,980.0,2.0,69.0,0.0,0.0,0,0022,1051.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0024_01,Europa,1,C/2/S,TRAPPIST-1e,62.0,0,0.0,0.0,0.0,0.0,0.0,1,0024,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0025_01,Earth,0,F/6/S,TRAPPIST-1e,15.0,0,0.0,225.0,0.0,998.0,0.0,0,0025,1223.0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0026_01,Europa,0,C/0/P,55 Cancri e,34.0,0,22.0,6073.0,0.0,1438.0,328.0,0,0026,7861.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0028_01,Mars,0,F/8/P,TRAPPIST-1e,43.0,0,1125.0,0.0,136.0,48.0,0.0,0,0028,1309.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0030_01,Earth,0,G/4/S,TRAPPIST-1e,32.0,0,0.0,850.0,81.0,437.0,453.0,0,0030,1821.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0031_01,Mars,0,F/9/P,TRAPPIST-1e,47.0,0,214.0,0.0,1411.0,0.0,1229.0,1,0031,2854.0,0,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0031_02,Mars,0,F/9/P,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,1,0031,0.0,0,3,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0031_03,Mars,0,F/9/P,TRAPPIST-1e,20.0,0,-0.5,0.0,1750.0,990.0,0.0,1,0031,2740.0,0,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0034_01,Europa,1,D/1/S,55 Cancri e,28.0,0,0.0,0.0,0.0,0.0,0.0,1,0034,0.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0035_01,Mars,0,D/1/P,55 Cancri e,23.0,0,784.0,964.0,0.0,951.0,0.0,0,0035,2699.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0036_01,Earth,0,F/8/S,55 Cancri e,15.0,-1,0.0,492.0,48.0,20.0,401.0,0,0036,961.0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0038_01,Earth,0,F/10/S,55 Cancri e,20.0,0,554.0,195.0,0.0,2606.0,0.0,0,0038,3355.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0039_01,Earth,1,G/1/P,55 Cancri e,30.0,0,0.0,0.0,0.0,0.0,0.0,0,0039,0.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0041_01,Earth,1,G/2/P,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,1,0041,0.0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0043_01,Europa,0,B/3/P,TRAPPIST-1e,45.0,0,0.0,164.0,45.0,2511.0,855.0,0,0043,3575.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0044_01,Earth,1,G/3/P,TRAPPIST-1e,55.0,0,0.0,0.0,0.0,0.0,0.0,0,0044,0.0,1,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0044_02,Earth,1,G/3/P,55 Cancri e,4.0,0,0.0,0.0,0.0,0.0,0.0,1,0044,0.0,1,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0044_03,Earth,1,G/3/P,PSO J318.5-22,21.0,0,0.0,0.0,0.0,0.0,0.0,1,0044,0.0,1,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0045_01,Mars,0,F/10/P,TRAPPIST-1e,21.0,0,970.0,0.0,180.0,0.0,64.0,0,0045,1214.0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0045_02,Mars,1,F/10/P,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,1,0045,0.0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0050_01,Earth,0,E/1/S,55 Cancri e,35.0,0,790.0,0.0,0.0,-0.5,0.0,0,0050,790.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0051_01,Earth,0,E/2/S,TRAPPIST-1e,56.0,0,0.0,112.0,0.0,1379.0,127.0,0,0051,1618.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0052_01,Earth,0,G/6/S,TRAPPIST-1e,-0.5,0,4.0,0.0,2.0,4683.0,0.0,0,0052,4689.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0053_01,Earth,0,F/11/S,TRAPPIST-1e,25.0,0,0.0,0.0,1938.0,0.0,1.0,1,0053,1939.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0056_01,Europa,0,A/1/S,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,1,0056,0.0,0,3,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0056_02,Europa,1,A/1/S,TRAPPIST-1e,38.0,0,0.0,0.0,0.0,0.0,0.0,1,0056,0.0,0,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0056_03,Europa,0,A/1/S,TRAPPIST-1e,27.0,0,279.0,605.0,3374.0,286.0,3.0,1,0056,4547.0,0,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0058_01,Earth,1,G/7/S,PSO J318.5-22,36.0,0,0.0,0.0,0.0,0.0,0.0,0,0058,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0061_01,Earth,0,F/12/S,TRAPPIST-1e,22.0,0,45.0,1096.0,148.0,1377.0,1.0,0,0061,2667.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0062_01,Earth,0,F/13/S,TRAPPIST-1e,62.0,0,0.0,592.0,0.0,17.0,25.0,0,0062,634.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0064_01,Mars,1,F/14/S,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,1,0064,0.0,1,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0064_02,Mars,1,E/3/S,TRAPPIST-1e,33.0,0,0.0,0.0,0.0,0.0,0.0,1,0064,0.0,1,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0066_01,Earth,0,G/6/P,TRAPPIST-1e,62.0,0,1.0,153.0,197.0,0.0,460.0,0,0066,811.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0067_01,Earth,1,G/10/S,PSO J318.5-22,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0067,0.0,0,3,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0067_02,Earth,0,G/10/S,TRAPPIST-1e,18.0,0,1.0,258.0,446.0,0.0,0.0,1,0067,705.0,0,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0067_03,Earth,0,F/15/S,55 Cancri e,21.0,0,1946.0,37.0,0.0,0.0,24.0,0,0067,2007.0,0,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0068_01,Mars,0,E/4/S,TRAPPIST-1e,-0.5,0,793.0,0.0,2.0,253.0,0.0,0,0068,1048.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0069_01,Earth,0,F/16/S,TRAPPIST-1e,42.0,0,887.0,0.0,9.0,6.0,0.0,1,0069,902.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0070_01,Earth,0,F/13/P,TRAPPIST-1e,19.0,0,190.0,0.0,5.0,1.0,726.0,0,0070,922.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
