CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,ID_Group,Num_In_Group,Ship_Deck,Cabin_Num,Total_Spent,HomePlanet_Earth,HomePlanet_Europa,Destination_55 Cancri e,Destination_TRAPPIST-1e,Ship_Side_S
1,0.6257775848026701,0,0.0,0.0,0.0,0.0,0.0,True,0.0017241379310344827,1,6,0.0026399155227032735,0.0,0,0,0,1,0
0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,0.001831896551724138,1,7,0.0,0.0,1,0,0,1,0
0,0.19468635971638623,0,1.0,0.0,0.6666666666666666,0.0,1.0,False,0.001831896551724138,2,6,0.0031678986272439284,0.6803174603174602,1,0,1,0,0
1,0.013906168551170446,0,0.0,0.0,0.0,0.0,0.0,False,0.0021551724137931034,1,5,0.0,0.0,1,0,0,1,1
1,0.6814022590073519,0,0.0,0.0,0.0,0.0,0.0,False,0.0021551724137931034,2,5,0.0,0.0,1,0,1,0,1
1,0.4032788879839429,0,0.0,0.0,0.0,0.0,0.0,False,0.0021551724137931034,3,5,0.0,0.0,1,0,1,0,1
0,0.13906168551170445,0,0.0,0.0,0.0,0.0,0.0,True,0.0021551724137931034,4,5,0.0,0.0,1,0,0,1,1
1,0.013906168551170446,0,0.0,0.0,0.0,0.0,0.0,False,0.0021551724137931034,5,5,0.0,0.0,1,0,0,0,1
0,0.09734317985819312,0,0.0,0.0,0.0,0.0,0.0,False,0.0021551724137931034,6,5,0.0,0.0,1,0,0,1,1
0,0.29202953957457933,0,1.0,0.6666666666666666,0.811111111111111,0.0,0.0,False,0.0023706896551724138,1,4,0.0,0.6738095238095237,0,0,0,1,0
1,0.8621824501725677,0,0.0,0.0,0.0,0.0,0.0,True,0.002586206896551724,1,3,0.0010559662090813093,0.0,0,1,0,1,1
0,0.20859252826755667,0,0.0,0.839605734767025,0.0,1.0,0.0,False,0.0026939655172413795,1,6,0.0031678986272439284,0.701111111111111,1,0,0,1,1
0,0.47280973073979515,0,0.6897689768976898,1.0,0.0,1.0,1.0,False,0.0028017241379310344,1,3,0.0,1.0,0,1,1,0,0
0,0.5979652477003291,0,1.0,0.0,1.0,0.7145969498910675,0.0,False,0.003017241379310345,1,6,0.004223864836325237,0.7147619047619047,0,0,0,1,0
0,0.4449973936374543,0,0.0,1.0,0.8377777777777777,1.0,1.0,False,0.003232758620689655,1,7,0.0021119324181626186,0.7851637764932562,1,0,0,1,1
0,0.653589921905011,0,1.0,0.0,1.0,0.0,1.0,True,0.0033405172413793105,1,6,0.004751847940865892,0.851509312780989,0,0,0,1,0
0,0.027812337102340892,0,0.0,0.0,0.0,0.0,0.0,True,0.0033405172413793105,2,6,0.004751847940865892,0.0,0,0,0,1,0
0,0.2781233710234089,0,0.0,0.0,1.0,1.0,0.0,True,0.0033405172413793105,3,6,0.004751847940865892,0.8441875401412973,0,0,0,1,0
1,0.38937271943277246,0,0.0,0.0,0.0,0.0,0.0,True,0.003663793103448276,1,4,0.0005279831045406547,0.0,0,1,1,0,1
0,0.31984187667692027,0,1.0,1.0,0.0,1.0,0.0,False,0.003771551724137931,1,4,0.0005279831045406547,0.8415542710340398,0,0,1,0,0
0,0.20859252826755667,0,0.0,1.0,0.7651991614255764,0.6840958605664488,1.0,False,0.003879310344827586,1,6,0.004223864836325237,0.6434108527131783,1,0,1,0,1
0,0.2781233710234089,0,1.0,0.8127240143369174,0.0,1.0,0.0,False,0.004094827586206897,1,6,0.005279831045406547,0.8836865767501605,1,0,1,0,1
1,0.41718505653511334,0,0.0,0.0,0.0,0.0,0.0,False,0.0042025862068965514,1,7,0.0005279831045406547,0.0,1,0,1,0,0
1,0.23640486536989758,0,0.0,0.0,0.0,0.0,0.0,True,0.004418103448275862,1,7,0.0010559662090813093,0.0,1,0,0,1,0
0,0.6257775848026701,0,0.0,0.7849462365591396,0.7589098532494758,1.0,1.0,False,0.004633620689655172,1,2,0.0015839493136219642,0.8953564116880699,0,1,0,1,0
1,0.7648392703143745,0,0.0,0.0,0.0,0.0,0.0,False,0.0047413793103448275,1,7,0.0015839493136219642,0.0,1,0,0,1,0
1,0.055624674204681784,0,0.0,0.0,0.0,0.0,0.0,True,0.0047413793103448275,2,7,0.0015839493136219642,0.0,1,0,1,0,0
1,0.29202953957457933,0,0.0,0.0,0.0,0.0,0.0,True,0.0047413793103448275,3,7,0.0015839493136219642,0.0,1,0,0,0,0
0,0.29202953957457933,0,1.0,0.0,1.0,0.0,0.7520325203252032,False,0.004849137931034483,1,6,0.005279831045406547,0.6996825396825397,0,0,0,1,0
1,0.26421720247223845,0,0.0,0.0,0.0,0.0,0.0,True,0.004849137931034483,2,6,0.005279831045406547,0.0,0,0,0,1,0
0,0.4867158992909656,0,1.0,0.0,0.0,0.0,0.0,False,0.005387931034482759,1,5,0.0005279831045406547,0.5549169859514688,1,0,1,0,1
0,0.7787454388655449,0,0.0,0.7460317460317459,0.0,1.0,0.8381344307270232,False,0.0054956896551724135,1,5,0.0010559662090813093,0.7638095238095237,1,0,0,1,1
0,0.3337480452280907,0,0.66996699669967,0.0,0.6687631027253669,1.0,0.0,False,0.005603448275862069,1,7,0.0031678986272439284,0.9471896519635212,1,0,0,1,1
0,0.34765421377926115,0,0.0,0.0,1.0,0.0,0.6666666666666666,True,0.005711206896551724,1,6,0.005807814149947202,0.792742453436095,1,0,0,1,1
0,0.027812337102340892,0,0.0,0.0,0.0,0.0,0.0,True,0.00603448275862069,1,1,0.0005279831045406547,0.0,0,1,0,1,1
1,0.5284344049444769,0,0.0,0.0,0.0,0.0,0.0,True,0.00603448275862069,2,1,0.0005279831045406547,0.0,0,1,0,1,1
0,0.375466550881602,0,1.0,1.0,1.0,1.0,0.6693766937669376,True,0.00603448275862069,3,1,0.0005279831045406547,0.9405825423413363,0,1,0,1,1
1,0.500622067842136,0,0.0,0.0,0.0,0.0,0.0,False,0.00625,1,7,0.003695881731784583,0.0,1,0,0,0,1
0,0.30593570812574983,0,0.715071507150715,1.0,1.0,1.0,0.6666666666666666,False,0.006573275862068966,1,6,0.006335797254487857,0.8394990366088632,1,0,0,1,1
0,0.8621824501725677,0,0.0,1.0,0.0,0.6808278867102396,0.6991869918699186,False,0.006681034482758621,1,6,0.006863780359028511,0.4553001277139208,1,0,0,1,1
1,0.20859252826755667,0,0.0,0.0,0.0,0.0,0.0,True,0.006896551724137931,1,6,0.007391763463569166,0.0,0,0,0,1,1
1,0.4589035621886247,0,0.0,0.0,0.0,0.0,0.0,True,0.006896551724137931,2,5,0.0015839493136219642,0.0,0,0,0,1,1
0,0.8621824501725677,0,0.6666666666666666,0.7756132756132755,1.0,0.0,1.0,False,0.007112068965517242,1,7,0.0031678986272439284,0.5658914728682171,1,0,0,1,0
1,0.0,0,0.0,0.0,0.0,0.0,0.0,True,0.007219827586206896,1,7,0.005279831045406547,0.0,1,0,0,0,1
0,0.250311033921068,0,0.6666666666666666,0.8691756272401433,1.0,0.0,0.0,True,0.007219827586206896,2,7,0.005279831045406547,0.5006385696040868,1,0,0,1,1
0,0.29202953957457933,0,1.0,0.6919191919191918,0.0,0.0,0.6978319783197832,False,0.007219827586206896,3,6,0.00791974656810982,0.7971098265895953,1,0,1,0,1
0,0.41718505653511334,0,1.0,0.0,0.6687631027253669,1.0,0.0,False,0.007327586206896552,1,5,0.0021119324181626186,0.6733333333333333,0,0,0,1,1
0,0.5840590791491587,0,1.0,0.0,0.6834381551362683,0.6688453159041394,0.0,True,0.007435344827586207,1,6,0.008447729672650475,0.6129198966408269,1,0,0,1,1
0,0.26421720247223845,0,1.0,0.0,0.6750524109014675,0.5833333333333334,1.0,False,0.007543103448275862,1,6,0.006863780359028511,0.6232558139534884,1,0,0,1,0
0,0.23640486536989758,0,0.6831683168316831,1.0,0.0,0.0,0.7357723577235772,False,0.007650862068965517,1,6,0.007391763463569166,0.8116249197174051,1,0,0,1,0
0,0.19468635971638623,0,0.0,0.6111111111111112,0.0,0.0,1.0,False,0.007758620689655172,1,6,0.00897571277719113,0.6758730158730158,1,0,0,1,1
0,0.5145282363933065,0,0.7161716171617161,0.725108225108225,1.0,0.0,0.6815718157181572,False,0.007866379310344828,1,4,0.0015839493136219642,0.6010335917312661,0,0,0,0,0
0,0.5840590791491587,0,0.6666666666666666,1.0,0.0,0.0,1.0,True,0.007974137931034483,1,3,0.0015839493136219642,1.0,0,1,0,1,1
0,0.375466550881602,0,0.8387533875338753,0.0,1.0,0.0,0.0,True,0.008189655172413794,1,6,0.009503695881731784,0.6919047619047618,0,0,0,1,1
0,0.38937271943277246,0,0.680968096809681,0.0,1.0,0.0,0.0,True,0.008297413793103448,1,6,0.00791974656810982,0.7147619047619047,0,0,0,1,0
0,0.5284344049444769,0,0.0,1.0,0.0,1.0,1.0,False,0.008405172413793103,1,3,0.0021119324181626186,1.0,0,1,0,1,1
1,0.1807801911652158,0,0.0,0.0,0.0,0.0,0.0,False,0.008728448275862069,1,7,0.006863780359028511,0.0,1,0,0,1,1
0,0.5840590791491587,0,1.0,0.0,0.0,0.0,0.0,False,0.008836206896551724,1,6,0.008447729672650475,1.0,0,0,0,1,0
1,0.027812337102340892,0,0.0,0.0,0.0,0.0,0.0,True,0.008836206896551724,2,6,0.008447729672650475,0.0,0,0,0,1,0
0,0.11124934840936357,0,0.0,0.0,0.0,0.0,0.0,True,0.008836206896551724,3,6,0.008447729672650475,0.0,0,0,0,1,0
0,0.3337480452280907,0,1.0,0.0,0.0,0.0,0.6883468834688347,True,0.009051724137931035,1,7,0.007391763463569166,0.5006385696040868,1,0,0,1,1
1,0.5562467420468178,0,0.0,0.0,0.0,0.0,0.0,True,0.009159482758620689,1,3,0.0026399155227032735,0.0,0,1,0,1,1
0,0.5979652477003291,0,1.0,0.0,0.0,1.0,1.0,False,0.009267241379310344,1,6,0.00897571277719113,0.7231746031746031,1,0,0,1,0
1,0.6257775848026701,0,0.0,0.0,0.0,0.0,0.0,True,0.009482758620689655,1,5,0.0026399155227032735,0.0,0,0,0,0,1
1,0.4867158992909656,0,0.0,0.0,0.0,0.0,0.0,True,0.009698275862068966,1,7,0.00791974656810982,0.0,1,0,0,1,1
1,0.3615603823304316,0,0.0,0.0,0.0,0.0,0.0,True,0.009806034482758621,1,7,0.008447729672650475,0.0,1,0,0,1,1
0,0.375466550881602,0,0.6666666666666666,1.0,0.7295597484276729,0.8606060606060606,0.0,False,0.009806034482758621,2,6,0.010559662090813094,0.620671834625323,1,0,0,1,1
0,0.26421720247223845,0,0.0,0.0,1.0,0.5833333333333334,0.7113821138211381,False,0.009913793103448277,1,7,0.004751847940865892,0.5006385696040868,1,0,0,1,0
1,0.0,0,0.0,0.0,0.0,0.0,0.0,True,0.009913793103448277,2,7,0.004751847940865892,0.0,1,0,0,1,0
1,0.04171850565351134,0,0.0,0.0,0.0,0.0,0.0,True,0.009913793103448277,3,7,0.004751847940865892,0.0,1,0,0,1,0
0,0.750933101763204,0,0.0,1.0,0.0,0.6388888888888888,1.0,False,0.010452586206896552,1,1,0.0010559662090813093,0.7868978805394989,0,1,0,1,1
0,0.3615603823304316,0,0.0,1.0,0.6750524109014675,0.6971677559912853,0.0,False,0.010560344827586207,1,7,0.005807814149947202,0.6082687338501291,1,0,0,1,0
0,0.3615603823304316,0,0.0,1.0,1.0,0.0,0.7832647462277091,True,0.010560344827586207,2,7,0.005807814149947202,0.9083845151684348,1,0,0,1,0
0,0.31984187667692027,0,1.0,1.0,1.0,0.7026143790849673,0.0,False,0.010668103448275863,1,6,0.01003167898627244,0.7134920634920634,1,0,0,0,0
0,0.027812337102340892,0,0.0,0.0,0.0,0.0,0.0,True,0.010668103448275863,2,7,0.006335797254487857,0.0,1,0,0,1,0
1,0.43109122508628384,0,0.0,0.0,0.0,0.0,0.0,True,0.010883620689655172,1,3,0.1678986272439282,0.0,0,0,0,1,0
0,0.250311033921068,0,0.0,0.0,0.0,1.0,0.7887517146776405,False,0.010991379310344827,1,6,0.012143611404435059,0.6227390180878553,1,0,0,1,1
0,0.3337480452280907,0,0.0,0.0,0.0,0.0,0.6883468834688347,True,0.011099137931034482,1,6,0.012671594508975714,0.3363947415811273,1,0,0,1,1
1,0.125155516960534,0,0.0,0.0,0.0,0.0,0.0,True,0.011099137931034482,2,7,0.009503695881731784,0.0,1,0,1,0,1
1,0.08343701130702268,0,0.0,0.0,0.0,0.0,0.0,False,0.011099137931034482,3,7,0.009503695881731784,0.0,1,0,0,1,1
0,0.375466550881602,0,0.0,0.0,1.0,0.6111111111111112,0.8436213991769547,False,0.011314655172413793,1,6,0.011087645195353749,0.4993614303959132,1,0,0,1,0
0,0.29202953957457933,0,1.0,0.6688311688311688,0.70020964360587,0.0,0.0,False,0.011530172413793104,1,4,0.0010559662090813093,0.7815671162491971,0,0,0,1,1
1,0.31984187667692027,0,0.0,0.0,0.0,0.0,0.0,False,0.01163793103448276,1,7,0.01003167898627244,0.0,1,0,0,1,1
0,0.43109122508628384,0,1.0,0.0,1.0,0.0,0.0,False,0.01163793103448276,2,7,0.01003167898627244,0.6056847545219638,1,0,0,1,1
0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,0.01163793103448276,3,7,0.01003167898627244,0.0,1,0,0,1,1
0,0.4449973936374543,0,0.0,1.0,0.6771488469601676,1.0,1.0,False,0.011853448275862068,1,2,0.0026399155227032735,0.9667318071840685,0,1,0,1,0
0,0.5562467420468178,0,0.0,1.0,0.0,0.0,1.0,False,0.011853448275862068,2,2,0.0026399155227032735,0.7978163134232498,0,1,0,1,0
0,0.5840590791491587,0,1.0,1.0,0.0,1.0,1.0,True,0.011853448275862068,3,2,0.0026399155227032735,1.0,0,1,0,1,0
1,0.38937271943277246,0,0.0,0.0,0.0,0.0,0.0,True,0.011853448275862068,4,2,0.0026399155227032735,0.0,0,1,0,1,0
1,0.4032788879839429,0,0.0,0.0,0.0,0.0,0.0,True,0.011961206896551724,1,5,0.0031678986272439284,0.0,0,1,0,1,1
0,0.6674960904561814,1,0.0,1.0,0.851111111111111,0.6808278867102396,0.6829268292682926,True,0.01206896551724138,1,2,0.0005279831045406547,0.8386640976236351,0,1,1,0,1
0,0.8899947872749085,0,0.0,0.0,1.0,0.0,0.0,True,0.012176724137931035,1,6,0.012143611404435059,0.5622739018087856,1,0,0,1,0
0,0.375466550881602,0,0.7557755775577557,0.778673835125448,1.0,1.0,0.6666666666666666,False,0.01228448275862069,1,7,0.010559662090813094,0.6155038759689923,1,0,0,1,1
0,0.3615603823304316,0,0.0,0.0,0.0,0.0,0.0,True,0.012392241379310345,1,6,0.012671594508975714,0.0,0,0,0,1,0
0,0.4589035621886247,0,0.6666666666666666,1.0,0.0,0.6753812636165577,1.0,True,0.0125,1,4,0.0021119324181626186,0.8377649325626203,0,1,0,1,0
0,0.5423405734956473,0,0.0,1.0,0.0,0.733115468409586,1.0,False,0.012823275862068965,1,1,0.0,1.0,0,1,0,1,0
1,0.1807801911652158,0,0.0,0.0,0.0,0.0,0.0,True,0.012823275862068965,2,1,0.0,0.0,0,1,0,1,0
1,0.3337480452280907,0,0.0,0.0,0.0,0.0,0.0,True,0.01293103448275862,1,6,0.013199577613516367,0.0,0,0,0,1,0
0,0.4032788879839429,0,0.0,0.0,0.0,1.0,0.7655826558265582,False,0.013146551724137931,1,7,0.011087645195353749,0.5440613026819924,1,0,0,1,1
0,0.250311033921068,0,0.726072607260726,1.0,0.7672955974842767,0.0,0.6666666666666666,False,0.013254310344827587,1,6,0.014255543822597676,0.4987228607918263,1,0,0,1,0
1,0.9317132929284199,0,0.0,0.0,0.0,0.0,0.0,True,0.013577586206896551,1,6,0.014255543822597676,0.0,0,0,0,1,1
0,0.4867158992909656,0,1.0,0.0,1.0,0.0,0.6991869918699186,False,0.013685344827586206,1,5,0.003695881731784583,0.6692063492063491,0,0,0,1,1
0,0.8482762816213972,1,1.0,1.0,0.6834381551362683,1.0,0.6680216802168021,False,0.013793103448275862,1,4,0.0015839493136219642,0.8617854849068721,0,0,0,1,1
0,0.6257775848026701,0,1.0,0.6695526695526696,0.0,0.0,0.0,False,0.013793103448275862,2,5,0.004223864836325237,0.8036608863198458,0,0,0,1,1
1,0.30593570812574983,0,0.0,0.0,0.0,0.0,0.0,True,0.013900862068965517,1,7,0.011615628299894404,0.0,1,0,0,0,1
1,0.26421720247223845,0,0.0,0.0,0.0,0.0,0.0,True,0.014331896551724137,1,6,0.015311510031678986,0.0,0,0,0,1,1
0,0.500622067842136,0,1.0,0.0,0.0,0.0,0.0,False,0.014331896551724137,2,4,0.0026399155227032735,0.8440590879897237,0,0,0,1,1
0,0.26421720247223845,0,0.0,0.6753246753246753,1.0,0.0,0.0,True,0.014439655172413792,1,7,0.00897571277719113,0.5255427841634739,1,0,0,1,0
0,0.653589921905011,0,0.7722772277227722,1.0,1.0,0.6895424836601307,0.7398373983739837,False,0.014655172413793103,1,7,0.012143611404435059,0.5108556832694764,1,0,0,0,1
1,0.1807801911652158,0,0.0,0.0,0.0,0.0,0.0,True,0.014870689655172414,1,7,0.009503695881731784,0.0,1,0,0,1,0
0,0.47280973073979515,0,0.0,0.6810966810966811,0.0,1.0,1.0,False,0.014870689655172414,2,5,0.0026399155227032735,0.5565891472868217,1,0,0,1,0
1,0.4867158992909656,0,0.0,0.0,0.0,0.0,0.0,True,0.01497844827586207,1,3,0.0031678986272439284,0.0,0,1,1,0,1
1,0.3337480452280907,0,0.0,0.0,0.0,0.0,0.0,True,0.015086206896551725,1,7,0.01003167898627244,0.0,1,0,0,1,0
0,0.3615603823304316,0,1.0,0.0,0.0,0.0,1.0,False,0.015086206896551725,2,6,0.015311510031678986,0.6129198966408269,1,0,0,1,0
0,0.43109122508628384,0,0.0,0.0,0.8733333333333333,0.0,0.0,False,0.015193965517241378,1,6,0.01583949313621964,0.35080136862956957,0,0,0,1,0
0,0.2781233710234089,0,0.0,1.0,1.0,0.0,0.0,True,0.015517241379310345,1,6,0.016367476240760296,0.45274584929757344,1,0,0,1,1
0,0.7787454388655449,0,0.0,0.0,0.0,0.0,0.0,False,0.015732758620689655,1,7,0.013199577613516367,0.0,1,0,0,1,1
1,0.6953084275585223,0,0.0,0.0,0.0,0.0,0.0,True,0.01584051724137931,1,7,0.013727560718057022,0.0,1,0,0,1,1
0,0.5840590791491587,0,1.0,0.0,0.6855345911949685,0.0,0.7682926829268292,False,0.015948275862068966,1,6,0.016367476240760296,0.6907936507936507,0,0,0,1,0
1,0.1807801911652158,0,0.0,0.0,0.0,0.0,0.0,True,0.01605603448275862,1,7,0.014255543822597676,0.0,1,0,1,0,1
1,0.5284344049444769,0,0.0,0.0,0.0,0.0,0.0,False,0.016271551724137932,1,7,0.010559662090813094,0.0,1,0,1,0,0
0,0.5701529105979882,0,0.0,0.0,0.0,0.0,1.0,False,0.016379310344827588,1,6,0.01689545934530095,0.44264361606338914,1,0,0,1,0
0,0.30593570812574983,0,1.0,0.0,0.0,0.0,0.7479674796747967,False,0.017241379310344827,1,7,0.011615628299894404,0.9235064209938582,1,0,0,1,0
1,0.3615603823304316,0,0.0,0.0,0.0,0.0,0.0,True,0.017564655172413794,1,2,0.004223864836325237,0.0,0,1,0,1,0
1,0.23640486536989758,0,0.0,0.0,0.0,0.0,0.0,True,0.017564655172413794,2,2,0.004223864836325237,0.0,0,1,0,1,0
0,0.7926516074167154,0,0.7205720572057205,1.0,0.0,0.0,0.849108367626886,True,0.01767241379310345,1,7,0.014783526927138331,0.7885035324341682,1,0,0,1,1
1,0.23640486536989758,0,0.0,0.0,0.0,0.0,0.0,False,0.01767241379310345,2,7,0.014783526927138331,0.0,1,0,0,0,1
1,0.4867158992909656,0,0.0,0.0,0.0,0.0,0.0,True,0.017780172413793104,1,6,0.019535374868004225,0.0,0,0,0,1,0
1,0.1807801911652158,0,0.0,0.0,0.0,0.0,0.0,True,0.017995689655172415,1,6,0.018479408658922915,0.0,0,0,0,1,1
0,0.375466550881602,0,1.0,0.0,0.7651991614255764,0.6862745098039216,0.8518518518518517,False,0.017995689655172415,2,6,0.018479408658922915,0.7565079365079365,0,0,0,1,1
1,0.43109122508628384,0,0.0,0.0,0.0,0.0,0.0,False,0.018211206896551726,1,7,0.012143611404435059,0.0,1,0,0,1,0
0,0.3337480452280907,0,0.0,0.0,0.0,1.0,1.0,False,0.018318965517241378,1,5,0.005279831045406547,0.553639846743295,1,0,0,1,1
1,0.26421720247223845,0,0.0,0.0,0.0,0.0,0.0,True,0.018426724137931033,1,7,0.01583949313621964,0.0,1,0,0,0,1
1,0.4449973936374543,0,0.0,0.0,0.0,0.0,0.0,True,0.01853448275862069,1,7,0.012671594508975714,0.0,1,0,0,1,0
0,0.8065577759678858,0,0.0,1.0,0.0,0.667755991285403,0.0,True,0.018642241379310344,1,5,0.005807814149947202,0.6583979328165375,1,0,0,1,1
0,0.29202953957457933,0,1.0,0.0,0.6981132075471698,0.7868686868686867,1.0,False,0.01875,1,6,0.02006335797254488,0.44012245632991176,1,0,1,0,0
0,0.5284344049444769,0,0.0,1.0,0.6666666666666666,1.0,1.0,False,0.019073275862068965,1,2,0.0010559662090813093,1.0,0,1,0,1,1
0,0.5284344049444769,0,1.0,0.0,1.0,0.6928104575163399,0.8271604938271604,False,0.01918103448275862,1,4,0.0031678986272439284,0.9021961660152614,0,0,0,1,1
0,0.26421720247223845,0,0.6666666666666666,0.8342293906810035,1.0,0.6111111111111112,0.6802168021680216,True,0.019288793103448276,1,7,0.013727560718057022,0.6149870801033591,1,0,0,1,0
0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,0.019288793103448276,2,7,0.013727560718057022,0.0,1,0,0,1,0
0,0.04171850565351134,0,0.0,0.0,0.0,0.0,0.0,True,0.019288793103448276,3,7,0.013727560718057022,0.0,1,0,0,1,0
0,0.2781233710234089,0,0.0,0.0,0.670859538784067,1.0,0.7901234567901234,False,0.019504310344827587,1,7,0.014255543822597676,0.40428597154691154,1,0,0,1,0
1,0.3337480452280907,0,0.0,0.0,0.0,0.0,0.0,True,0.019612068965517242,1,3,0.0015839493136219642,0.0,0,1,0,1,0
0,0.5145282363933065,0,0.6842684268426842,0.7705627705627704,1.0,0.0,1.0,True,0.019719827586206898,1,6,0.01900739176346357,0.5710594315245479,1,0,0,1,1
0,0.34765421377926115,0,0.7337733773377337,0.0,0.0,0.0,1.0,False,0.02004310344827586,1,7,0.014783526927138331,0.6685714285714285,1,0,0,1,0
1,0.7787454388655449,0,0.0,0.0,0.0,0.0,0.0,True,0.02025862068965517,1,7,0.016367476240760296,0.0,1,0,0,1,1
0,0.6814022590073519,0,0.7579757975797579,0.6673881673881673,1.0,0.8747474747474747,0.7983539094650205,False,0.020366379310344827,1,5,0.004223864836325237,0.553639846743295,1,0,1,0,0
1,0.15296785406287491,0,0.0,0.0,0.0,0.0,0.0,False,0.020474137931034482,1,7,0.01689545934530095,0.0,1,0,1,0,1
1,0.013906168551170446,0,0.0,0.0,0.0,0.0,0.0,True,0.020689655172413793,1,7,0.015311510031678986,0.0,1,0,0,1,0
0,0.11124934840936357,0,0.0,0.0,0.0,0.0,0.0,False,0.020689655172413793,2,7,0.015311510031678986,0.0,1,0,0,1,0
0,0.5423405734956473,0,0.0,0.0,0.6855345911949685,1.0,0.0,False,0.020689655172413793,3,7,0.015311510031678986,0.6160206718346253,1,0,0,1,0
1,0.027812337102340892,0,0.0,0.0,0.0,0.0,0.0,True,0.020797413793103448,1,6,0.02164730728616684,0.0,0,0,0,1,0
0,0.31984187667692027,0,0.0,0.0,0.6813417190775681,1.0,0.0,False,0.020797413793103448,2,6,0.02164730728616684,0.6784126984126984,0,0,0,1,0
0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,0.020797413793103448,3,6,0.02164730728616684,0.0,0,0,0,1,0
0,0.5423405734956473,0,1.0,0.0,1.0,0.0,0.0,True,0.02101293103448276,1,6,0.022175290390707498,0.7090476190476189,0,0,0,1,0
0,0.34765421377926115,0,1.0,0.0,1.0,0.0,0.6747967479674797,False,0.021120689655172414,1,4,0.0026399155227032735,0.7824020552344251,0,0,0,0,0
0,0.500622067842136,0,0.0,1.0,0.0,1.0,1.0,False,0.02122844827586207,1,3,0.0026399155227032735,0.818625561978163,0,1,0,1,0
0,0.7231207646608632,0,0.0,0.0,0.0,0.0,0.0,True,0.021336206896551725,1,7,0.01583949313621964,0.0,1,0,0,0,0
1,0.250311033921068,0,0.0,0.0,0.0,0.0,0.0,False,0.02144396551724138,1,7,0.017423442449841606,0.0,1,0,0,1,1
